ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0150146	cell junction disassembly	4/338	39/18860	0.102564102564103	5.72295554544075	3.98839859366215	0.00508450104362847	0.047680207280489	0.0377393350967416	MYLK3/C3/C1QB/C1QA	4
GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	4/338	39/18860	0.102564102564103	5.72295554544075	3.98839859366215	0.00508450104362847	0.047680207280489	0.0377393350967416	VEGFA/ROBO1/DCN/JCAD	4
GO:0050729	positive regulation of inflammatory response	9/338	179/18860	0.0502793296089386	2.80552709001355	3.27871905487083	0.00509015106088768	0.047680207280489	0.0377393350967416	MAPK13/BTK/TLR2/IL1RL1/PTGER4/LPL/C3/SNCA/PYCARD	9
GO:0051048	negative regulation of secretion	9/338	179/18860	0.0502793296089386	2.80552709001355	3.27871905487083	0.00509015106088768	0.047680207280489	0.0377393350967416	LGALS9/PLA2R1/IL13RA2/F2R/SNCA/KLF7/GJA1/CD200/CRHBP	9
GO:0070661	leukocyte proliferation	14/338	356/18860	0.0393258426966292	2.1943354830131	3.07321019119075	0.00517385248579242	0.048347469734706	0.03826747964127	PTPRC/LGALS9/BTK/CR1/VAV3/AIF1/CLU/JUNB/VSIG4/PYCARD/IGFBP2/IGF1/TYROBP/VTCN1	14
GO:0001946	lymphangiogenesis	3/338	20/18860	0.15	8.3698224852071	4.45456516288488	0.00518678657793309	0.0483518229548667	0.0382709252562067	VEGFA/VASH1/FOXC1	3
GO:0048568	embryonic organ development	17/338	472/18860	0.0360169491525424	2.0097031391034	3.00103595511835	0.00525202976647399	0.0488426173486478	0.0386593936615882	VEGFA/NES/BMP7/VASH1/CDKN1C/JUNB/ALDH1A3/TCF21/ZEB1/FOXC1/PCDH12/KDR/MAFB/FZD2/ZFPM2/SPARC/ITGA8	17
GO:0002752	cell surface pattern recognition receptor signaling pathway	6/338	89/18860	0.0674157303370787	3.7617179708796	3.52780332238775	0.00529756919563564	0.048939513844888	0.0387360881549614	TLR2/S100A14/LTF/TLR5/TRIL/FCN3	6
GO:0042063	gliogenesis	14/338	357/18860	0.0392156862745098	2.18818888502146	3.06176785767933	0.00530030835865213	0.048939513844888	0.0387360881549614	TLR2/TSPAN2/PALS1/SRGAP2/CERS6/LPAR1/CLU/PTPRB/BMP2/C1QA/NDN/PTN/IGF1/SOX4	14
GO:0070482	response to oxygen levels	14/338	357/18860	0.0392156862745098	2.18818888502146	3.06176785767933	0.00530030835865213	0.048939513844888	0.0387360881549614	NDNF/VEGFA/BMP7/TGFBR3/LPAR1/CCNB1/GUCY1A1/DRAM1/BMP2/PLAT/CPEB1/POSTN/CXCL12/AIFM1	14
GO:0070663	regulation of leukocyte proliferation	12/338	284/18860	0.0422535211267606	2.35769647470623	3.11429321538326	0.00537686667973631	0.0494734598148603	0.0391587114410935	PTPRC/LGALS9/BTK/CR1/VAV3/AIF1/VSIG4/PYCARD/IGFBP2/IGF1/TYROBP/VTCN1	12
GO:0048010	vascular endothelial growth factor receptor signaling pathway	5/338	63/18860	0.0793650793650794	4.42847750540058	3.6821463748119	0.00539485316683544	0.0494734598148603	0.0391587114410935	VEGFA/SULF1/ROBO1/FOXC1/KDR	5
GO:0002444	myeloid leukocyte mediated immunity	7/338	118/18860	0.0593220338983051	3.31009928793501	3.40045806627883	0.00539640884520008	0.0494734598148603	0.0391587114410935	LGALS9/BTK/IL13RA2/PTGDS/C3/ANXA3/TYROBP	7
